,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,production
10532,24913,tt0090655,0.385105,5000000,0,April Fool's Day,Deborah Foreman|Jay Baker|Pat Barlow|Lloyd Berry|Deborah Goodrich,,Fred Walton,Childish pranks turn into a bloody battle for survival!,island|castration|party|murder|decapitation,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.",89,Horror|Mystery|Thriller,Paramount Pictures|Hometown Films|YCTM,1986-03-28,29,6.1,1986,9947032.05431,0.0,Paramount Pictures
10533,12662,tt0091799,0.384232,0,14481606,Psycho III,Anthony Perkins|Diana Scarwid|Jeff Fahey|Roberta Maxwell|Hugh Gillin,,Anthony Perkins,Norman Bates is back to normal. But Mother's off her rocker again!,schizophrenia|female nudity|prostitute|nun|nudity,"Norman Bates is still running his little motel, and he has kept the dressed skeleton he calls mother. One of his guests is a young girl who has left the convent where she lived. To get some help he employs a young man. One day a nosey journalist comes to see him to ask questions about his past.",93,Horror|Thriller,Universal Pictures,1986-06-27,26,4.7,1986,0.0,28809799.816,Universal Pictures
10543,13818,tt0091188,0.324099,0,0,Heartburn,Meryl Streep|Jack Nicholson|Jeff Daniels|Maureen Stapleton|Stockard Channing,,Mike Nichols,,journalist|wife husband relationship|infidelity,"Rachel is a food writer at a New York magazine who meets Washington columnist Mark at a wedding and ends up falling in love with him despite her reservations about marriage. They buy a house, have a daughter, and Rachel thinks they are living happily ever after until she discovers that Mark is having an affair while she is waddling around with a second pregnancy.",108,Comedy|Drama|Romance,Paramount Pictures,1986-07-25,23,6.2,1986,0.0,0.0,Paramount Pictures
10544,13698,tt0091159,0.323711,0,36611610,Gung Ho,Michael Keaton|Gedde Watanabe|George Wendt|Mimi Rogers|John Turturro,,Ron Howard,"When East meets West, the laughs shift into high gear!",japan|usa|factory worker|factory|culture clash,"When a western Pennsylvania auto plant is acquired by a Japanese company, brokering auto worker Hunt Stevenson faces the tricky challenge of mediating the assimilation of two clashing corporate cultures. At one end is the Japanese plant manager and the sycophant who is angling for his position. At the other, a number of disgruntled long-time union members struggle with the new exigencies of Japanese quality control.",111,Comedy|Drama,Paramount Pictures,1986-03-13,22,6.2,1986,0.0,72835371.646,Paramount Pictures
10563,9930,tt0091396,0.459144,0,0,Legal Eagles,Robert Redford|Debra Winger|Daryl Hannah|Brian Dennehy|Terence Stamp,,Ivan Reitman,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,court case|client|lawyer|courtroom,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",116,Comedy|Crime|Drama|Romance|Thriller,Universal Pictures|Mirage Enterprises|Northern Lights Entertainment,1986-06-18,22,5.3,1986,0.0,0.0,Universal Pictures
10574,1890,tt0090830,0.200781,0,31853080,Children of a Lesser God,Marlee Matlin|William Hurt|Philip Bosco|John Limnidis|Piper Laurie,,Randa Haines,Love has a language all of its own.,deaf-mute|listening|man-woman relation|deaf|woman director,"James is a new speech teacher at a school for the deaf. He falls for Sarah, a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first, refusing to read his lips and only using signs. Will her feelings change over time?",119,Drama|Romance,Paramount Pictures,1986-09-13,25,6.7,1986,0.0,63368721.5577,Paramount Pictures
10591,21867,tt0091374,0.216201,8500000,0,Lady Jane,Helena Bonham Carter|Cary Elwes|John Wood|Patrick Stewart|Joss Ackland,,Trevor Nunn,,,"The death of King Henry VIII throws his kingdom into chaos because of succession disputes. His weak son Edward, is on his deathbed. Anxious to keep England true to the Reformation, a scheming minister John Dudley marries off his son, Guildford to Lady Jane Grey, whom he places on the throne after Edward dies. At first hostile to each other, Guildford and Jane fall in love. But they cannot withstand the course of power which will lead to their ultimate downfall.",142,Drama|Romance|History,Paramount Pictures|Capital Equipment Leasing,1986-02-07,13,6.4,1986,16909954.4923,0.0,Paramount Pictures
10601,9277,tt0070735,0.863156,5500000,159616327,The Sting,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston,,George Roy Hill,...all it takes is a little Confidence.,chicago|bet|horse race|repayment|con man,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,129,Comedy|Crime|Drama,Universal Pictures,1973-12-25,304,7.7,1973,27011377.6834,783901253.279,Universal Pictures
10603,11901,tt0068699,0.79974,0,0,High Plains Drifter,Clint Eastwood|Verna Bloom|Marianna Hill|Mitchell Ryan|Jack Ging,,Clint Eastwood,Welcome to Hell,gunslinger|desperation|outlaw,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",105,Western,Universal Pictures|Malpaso Productions,1973-04-19,126,7.1,1973,0.0,0.0,Universal Pictures
10606,838,tt0069704,0.684079,777000,115000000,American Graffiti,Richard Dreyfuss|Ron Howard|Paul Le Mat|Charles Martin Smith|Cindy Williams,,George Lucas,Where were you in '62?,farewell|rock and roll|robbery|love at first sight|car race,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,110,Comedy|Drama,Lucasfilm|Universal Pictures|The Coppola Company,1973-08-01,145,6.5,1973,3815970.99273,564783351.562,Universal Pictures
10610,12545,tt0070239,0.549206,0,13200000,Jesus Christ Superstar,Ted Neeley|Carl Anderson|Yvonne Elliman|Barry Dennen|Bob Bingham,,Norman Jewison,"And now, the movie......",israel|dance|jesus christ|crucifixion|musical,"Oscar-nominated film adaptation of the rock opera of the same name, based on the last weeks before the crucifixion of Jesus. The film was directed by Norman Jewison. Ted Neeley and Carl Anderson were nominated for two 1974 Golden Globe Award for their portrayals of Jesus and Judas, respectively.",108,Drama|History|Music,Universal Pictures,1973-08-15,63,6.9,1973,0.0,64827306.4402,Universal Pictures
10611,9040,tt0070666,0.50142,3000000,29800000,Serpico,Al Pacino|John Randolph Jones|Jack Kehoe|Biff McGuire|Barbara Eda-Young,,Sidney Lumet,,corruption|hippie|money,The true story about an honest New York cop who blew the whistle on rampant corruption in the force only to have his comrades turn against him.,129,Crime|Drama|History,Paramount Pictures|De Laurentiis Entertainment Group|Artists Entertainment Complex,1973-12-05,200,7.3,1973,14733478.7364,146352555.448,Paramount Pictures
10612,27331,tt0069865,0.420768,0,0,Charley Varrick,Walter Matthau|Joe Don Baker|Felicia Farr|Andrew Robinson|Sheree North,,Don Siegel,When he runs out of dumb luck he always has genius to fall back on!,small town|pilot|bank heist,Charley Varrick robs a bank in a small town with his friends. Instead of obtaining a small amount of money they discover they stole a very large amount of money belonging to the mob. Charley must now come up with a plan to not only evade the police but the mob as well.,111,Action|Crime|Drama|Thriller,Universal Pictures,1973-09-19,21,6.8,1973,0.0,0.0,Universal Pictures
10613,11293,tt0070510,0.419331,0,0,Paper Moon,Ryan O'Neal|Tatum O'Neal|Madeline Kahn|John Hillerman|P.J. Johnson,,Peter Bogdanovich,These aren't everyday people and this is no ordinary movie.,bible|con man|carnival|funeral|great depression,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",102,Comedy|Crime|Drama,Paramount Pictures|Saticoy Productions|The Directors Company,1973-05-09,50,7.7,1973,0.0,0.0,Paramount Pictures
10620,15171,tt0070016,0.359048,0,0,Charlotte's Web,Debbie Reynolds|Henry Gibson|Danny Bonaduce|Agnes Moorehead|Bob Holt,,Charles A. Nichols|Iwao Takamoto,That humble radiant terrific book is now a humble radiant terrific movie.,spider|musical|talking animal|drying self with towel|animal human communication,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",94,Animation|Drama|Family,Paramount Pictures|Hanna-Barbera Productions|Sagittarius Productions|Paramount Animation,1973-03-01,59,6.3,1973,0.0,0.0,Paramount Pictures
10632,25680,tt0070077,0.272663,0,0,The Friends of Eddie Coyle,Robert Mitchum|Peter Boyle|Richard Jordan|Steven Keats|Alex Rocco,,Peter Yates,"It's a grubby, violent, dangerous world. But it's the only world they know. And they're the only friends Eddie has.",boston|suspense|boston garden|gritty,"Eddie's friends are numerous, but the term friends is suspect. As a small time hood Eddie is about to go back to jail. In order to escape this fate he deals information on stolen guns to the feds. Simultaneously he is supplying arms to his bank robbing/kidnapping hoodlum chums. But who else is dealing with the feds? Who gets the blame for snitching on the bank robbers?",102,Crime|Drama,Paramount Pictures,1973-06-26,15,6.9,1973,0.0,0.0,Paramount Pictures
10637,70345,tt0070622,0.145079,0,0,Sssssss,Strother Martin|Dirk Benedict|Heather Menzies|Richard B. Shull|Tim O'Connor,,Bernard L. Kowalski,Terror is ready to strike!,snake|experiment|serum|cobra|college student,"David, a college student, is looking for a job. He is hired by Dr. Stoner as a lab assistant for his research and experiments on snakes. David also begins to fall for Stoner's young daughter, Kristina. However, the good doctor has secretly brewed up a serum that can transform any man into a King Cobra snake-and he plans to use it on David.",99,Horror|Science Fiction,Universal Pictures|Zanuck/Brown Productions,1973-07-06,13,6.5,1973,0.0,0.0,Universal Pictures
10654,9062,tt0066011,0.396028,2200000,136400000,Love Story,Ali MacGraw|Ryan O'Neal|John Marley|Ray Milland|Russell Nype,,Arthur Hiller,,based on novel|harvard university|college|drama|cancer,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",99,Drama|Romance,Paramount Pictures,1970-12-16,56,6.6,1970,12356010.3566,766072642.108,Paramount Pictures
10658,11916,tt0065134,0.568645,0,5050000,Two Mules for Sister Sara,Shirley MacLaine|Clint Eastwood|Alberto Morin|John Kelly|Enrique Lucero,,Don Siegel,CLINT EASTWOOD...the deadliest man alive...takes on a whole army with two guns and a fistful of dynamite!,gunslinger|mexico|french|treasure hunt|illegal prostitution,"Hogan, on his way to do some reconnaissance for a future mission to capture a French fort, encounters Sister Sara, a nun in trouble. Before he knows it, Hogan is accompanying Sister Sara in the dangerous frontier while she seeks to achieve a hidden goal.",116,Western,Universal Pictures|Malpaso Productions|Sanen Productions,1970-06-16,54,6.3,1970,0.0,28362660.1367,Universal Pictures
10660,10671,tt0065377,0.336237,10000000,100489151,Airport,Burt Lancaster|Dean Martin|Jean Seberg|Jacqueline Bisset|George Kennedy,,George Seaton,The #1 novel of the year - now a motion picture!,bomb|based on novel|airport|desperation|snow storm,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",137,Action|Drama|Thriller,Universal Pictures|Ross Hunter Productions Inc.,1970-03-05,33,6.2,1970,56163683.439,564384086.582,Universal Pictures
10666,14801,tt0064177,0.284436,0,0,Colossus: The Forbin Project,Eric Braeden|Susan Clark|Gordon Pinsent|William Schallert|Leonid Rostoff,,Joseph Sargent,This is the dawning of the Age of Colossus (where peace is compulsory... freedom is forbidden... and Man's greatest invention could be Man's greatest mistake).,,"Forbin is the designer of an incredibly sophisticated computer that will run all of America's nuclear defenses. Shortly after being turned on, it detects the existence of Guardian, the Soviet counterpart, previously unknown to US Planners. Both computers insist that they be linked, and after taking safeguards to preserve confidential material, each side agrees to allow it. As soon as the link is established the two become a new Super computer and threaten the world with the immediate launch of nuclear weapons if they are detached. Colossus begins to give its plans for the management of the world under its guidance. Forbin and the other scientists form a technological resistance to Colossus which must operate underground.",100,Science Fiction|Thriller,Universal Pictures,1970-04-08,17,6.6,1970,0.0,0.0,Universal Pictures
